Request_ID,Delay_Severity,NeedScore
5520,On-Time,64.68
5521,Slight Delay,49.12
5522,Slight Delay,66.94
5523,On-Time,26.99
5524,On-Time,16.37
5525,On-Time,58.13
5526,On-Time,48.17
5527,Heavy Delay,62.68
5528,Heavy Delay,84.64
5529,Heavy Delay,90.22
5530,Early,6.6
5531,On-Time,32.7
5532,Heavy Delay,37.06
5533,On-Time,62.39
5534,On-Time,66.59
5535,On-Time,73.37
5536,Early,18.6
5537,Slight Delay,55.61
5538,Slight Delay,47.21
5539,Slight Delay,75.52
5540,On-Time,54.9
5541,Heavy Delay,89.62
5542,Heavy Delay,84.4
5543,Slight Delay,59.14
5544,On-Time,41.15
5545,Heavy Delay,77.8
5546,Heavy Delay,73.6
5547,On-Time,29.57
5548,Heavy Delay,53.2
5549,On-Time,69.41
5550,Slight Delay,64.54
5551,On-Time,15.48
5552,On-Time,66.41
5553,Slight Delay,25.25
5554,On-Time,42.3
5555,Slight Delay,55.72
5556,On-Time,39.66
5557,Slight Delay,44.81
5558,Slight Delay,83.14
5559,On-Time,20.03
5560,Slight Delay,75.29
5561,Slight Delay,50.92
5562,Early,28.98
5563,Heavy Delay,40.42
5564,On-Time,47.39
5565,Slight Delay,87.52
5566,Slight Delay,44.03
5567,Early,18.54
5568,Early,23.76
5569,On-Time,25.91
5570,On-Time,67.26
5571,Early,55.14
5572,On-Time,49.79
5573,Slight Delay,65.27
5574,On-Time,35.03
5575,Slight Delay,58.3
5576,Early,59.4
5577,On-Time,33.06
5578,Early,45.78
5579,Slight Delay,45.34
5580,On-Time,19.55
5581,Early,49.8
5582,Slight Delay,51.77
5583,On-Time,14.81
5584,On-Time,30.17
5585,Heavy Delay,42.46
5586,On-Time,14.99
5587,On-Time,38.81
5588,On-Time,68.33
5589,On-Time,31.73
5590,On-Time,58.86
5591,On-Time,56.39
5592,Slight Delay,81.77
5593,On-Time,44.63
5594,On-Time,45.71
5595,Heavy Delay,89.26
5596,Early,33.6
5597,Slight Delay,65.5
5598,Slight Delay,27.23
5599,Slight Delay,82.85
5600,On-Time,70.97
5601,On-Time,66.06
5602,Heavy Delay,45.88
5603,Early,22.92
5604,On-Time,63.95
5605,Slight Delay,79.07
5606,Early,28.8
5607,Early,48.78
5608,On-Time,61.08
5609,Early,31.98
5610,Slight Delay,81.7
5611,Slight Delay,61.37
5612,Early,14.34
5613,Heavy Delay,78.64
5614,On-Time,57.35
5615,On-Time,76.73
5616,Slight Delay,62.81
5617,Early,36.96
5618,On-Time,21.23
5619,Slight Delay,26.45
5620,Slight Delay,34.3
5621,Slight Delay,45.29
5622,Slight Delay,59.63
5623,Slight Delay,52.01
5624,On-Time,59.03
5625,Slight Delay,78.83
5626,On-Time,21.3
5627,On-Time,44.57
5628,On-Time,63.71
5629,Slight Delay,32.39
5630,On-Time,47.7
5631,Early,62.52
5632,Heavy Delay,44.02
5633,On-Time,61.73
5634,Heavy Delay,46.06
5635,Slight Delay,75.23
5636,Slight Delay,82.85
5637,Heavy Delay,54.88
5638,On-Time,51.35
5639,On-Time,40.43
5640,Slight Delay,83.81
5641,Heavy Delay,73.48
5642,Heavy Delay,85.84
5643,Slight Delay,78.77
5644,Slight Delay,60.7
5645,Slight Delay,36.59
5646,On-Time,35.28
5647,Heavy Delay,54.04
5648,Heavy Delay,86.2
5649,Slight Delay,53.99
5650,On-Time,30.17
5651,On-Time,57.23
5652,Early,52.38
5653,Early,25.56
5654,Early,24.12
5655,Slight Delay,79.85
5656,Heavy Delay,43.84
5657,On-Time,73.73
5658,Slight Delay,75.17
5659,Heavy Delay,68.08
5660,Slight Delay,70.43
5661,Slight Delay,52.19
5662,Early,47.52
5663,On-Time,40.01
5664,Slight Delay,38.69
5665,Slight Delay,80.92
5666,Slight Delay,34.9
5667,Slight Delay,47.81
5668,Heavy Delay,60.88
5669,Early,52.8
5670,Slight Delay,58.79
5671,Early,22.14
5672,Early,34.92
5673,On-Time,48.59
5674,On-Time,48.53
5675,Slight Delay,79.9
5676,Slight Delay,33.52
5677,Heavy Delay,91.06
5678,On-Time,72.59
5679,Heavy Delay,50.26
5680,Slight Delay,80.92
5681,On-Time,51.06
5682,Early,47.4
5683,Heavy Delay,42.64
5684,On-Time,29.28
5685,On-Time,48.95
5686,Slight Delay,73.01
5687,On-Time,9.3
5688,Early,26.34
5689,On-Time,63.17
5690,Early,48.72
5691,Early,30.72
5692,Slight Delay,47.27
5693,On-Time,20.1
5694,On-Time,35.21
5695,Slight Delay,58.49
5696,Slight Delay,32.32
5697,Heavy Delay,67.42
5698,Slight Delay,46.79
5699,On-Time,44.33
5700,On-Time,59.21
5701,Heavy Delay,95.02
5702,Heavy Delay,42.04
5703,Slight Delay,81.77
5704,Slight Delay,67.79
5705,Slight Delay,67.67
5706,Early,39.12
5707,Early,19.98
5708,Early,33.54
5709,Slight Delay,46.85
5710,On-Time,16.86
5711,On-Time,68.33
5712,On-Time,56.15
5713,Heavy Delay,58.42
5714,On-Time,15.48
5715,On-Time,15.23
5716,Early,43.14
5717,Early,39.12
5718,On-Time,63.11
5719,On-Time,50.03
5720,Slight Delay,38.5
5721,Slight Delay,64.25
5722,Heavy Delay,72.04
5723,Heavy Delay,75.46
5724,On-Time,75.53
5725,On-Time,56.51
5726,Early,27.6
5727,Slight Delay,63.23
5728,Heavy Delay,49.48
5729,Early,1.8
5730,On-Time,42.3
5731,On-Time,31.86
5732,Early,61.14
5733,Slight Delay,47.09
5734,On-Time,61.79
5735,Early,55.74
5736,On-Time,49.79
5737,On-Time,64.61
5738,Slight Delay,60.47
5739,On-Time,67.43
5740,On-Time,30.41
5741,On-Time,29.46
5742,Heavy Delay,73.6
5743,On-Time,53.93
5744,On-Time,18.95
5745,Early,42.96
5746,On-Time,29.93
5747,On-Time,28.73
5748,Early,16.56
5749,Heavy Delay,73.42
5750,Slight Delay,42.89
5751,On-Time,31.61
5752,Early,63.54
5753,Slight Delay,30.41
5754,Slight Delay,45.65
5755,Early,26.94
5756,Early,34.38
5757,On-Time,53.39
5758,On-Time,40.91
5759,On-Time,58.19
5760,Slight Delay,50.74
5761,Slight Delay,70.19
5762,Slight Delay,30.34
5763,On-Time,59.7
5764,Slight Delay,60.05
5765,Heavy Delay,73.6
5766,Heavy Delay,69.64
5767,Slight Delay,58.85
5768,Early,7.2
5769,On-Time,35.15
5770,Early,33.0
5771,On-Time,50.75
5772,Slight Delay,53.99
5773,Early,39.72
5774,Slight Delay,35.74
5775,Slight Delay,47.27
5776,Slight Delay,53.69
5777,Slight Delay,57.59
5778,Slight Delay,55.85
5779,On-Time,29.21
5780,Slight Delay,74.87
5781,On-Time,40.68
5782,On-Time,52.91
5783,Slight Delay,43.43
5784,Heavy Delay,72.46
5785,On-Time,54.23
5786,Slight Delay,64.79
5787,Slight Delay,45.59
5788,Early,34.32
5789,Slight Delay,48.1
5790,Heavy Delay,45.22
5791,On-Time,13.61
5792,On-Time,72.35
5793,Early,53.4
5794,Slight Delay,46.19
5795,Heavy Delay,41.08
5796,On-Time,56.1
5797,Slight Delay,46.9
5798,Early,5.76
5799,Slight Delay,38.27
5800,On-Time,60.77
5801,Heavy Delay,95.26
5802,On-Time,16.79
5803,On-Time,31.26
5804,Slight Delay,82.3
5805,On-Time,71.57
5806,On-Time,25.79
5807,Slight Delay,33.77
5808,Early,58.92
5809,Heavy Delay,60.64
5810,On-Time,43.26
5811,On-Time,39.17
5812,Slight Delay,45.17
5813,On-Time,39.3
5814,On-Time,63.83
5815,Slight Delay,76.3
5816,Slight Delay,23.87
5817,Heavy Delay,70.24
5818,Early,60.18
5819,Early,19.2
5820,Slight Delay,36.05
5821,Early,5.16
5822,Heavy Delay,83.02
5823,On-Time,18.53
5824,On-Time,55.55
5825,Early,17.58
5826,Slight Delay,30.17
5827,Early,58.14
5828,On-Time,34.31
5829,Early,21.12
5830,On-Time,58.61
5831,On-Time,40.43
5832,Slight Delay,27.65
5833,Early,54.36
5834,On-Time,36.53
5835,On-Time,30.41
5836,Slight Delay,33.47
5837,On-Time,60.11
5838,Slight Delay,67.25
5839,Slight Delay,41.27
5840,Heavy Delay,56.2
5841,Slight Delay,92.5
5842,Early,44.16
5843,Slight Delay,60.89
5844,Slight Delay,44.03
5845,On-Time,64.55
5846,Slight Delay,57.34
5847,Slight Delay,55.67
5848,Slight Delay,84.7
5849,Slight Delay,41.14
5850,Slight Delay,21.29
5851,On-Time,48.23
5852,Slight Delay,34.12
5853,Slight Delay,62.99
5854,On-Time,52.37
5855,Early,8.16
5856,Heavy Delay,90.46
5857,On-Time,15.23
5858,Slight Delay,66.89
5859,Early,47.52
5860,Slight Delay,78.7
5861,Slight Delay,31.43
5862,Slight Delay,85.97
5863,On-Time,72.95
5864,Early,19.38
5865,Slight Delay,50.63
5866,Slight Delay,43.85
5867,On-Time,73.97
5868,Slight Delay,65.45
5869,Early,61.92
5870,Heavy Delay,53.08
5871,Slight Delay,77.21
5872,Heavy Delay,61.06
5873,Slight Delay,62.21
5874,Heavy Delay,43.42
5875,On-Time,23.46
5876,Heavy Delay,59.8
5877,Slight Delay,75.17
5878,Slight Delay,39.89
5879,Heavy Delay,38.08
5880,Early,22.38
5881,On-Time,45.35
5882,Early,47.4
5883,Early,7.32
5884,Slight Delay,41.74
5885,Slight Delay,38.99
5886,On-Time,54.77
5887,Early,51.54
5888,Early,24.12
5889,On-Time,68.99
5890,On-Time,26.81
5891,On-Time,30.06
5892,Slight Delay,64.79
5893,On-Time,20.63
5894,Heavy Delay,57.28
5895,On-Time,48.48
5896,Heavy Delay,68.86
5897,Heavy Delay,60.22
5898,On-Time,26.93
5899,On-Time,41.99
5900,Heavy Delay,49.0
5901,Slight Delay,32.45
5902,Slight Delay,48.1
5903,Slight Delay,61.25
5904,Slight Delay,36.17
5905,Heavy Delay,67.6
5906,On-Time,18.06
5907,Early,52.98
5908,Slight Delay,79.97
5909,Slight Delay,86.99
5910,On-Time,54.48
5911,Heavy Delay,66.28
5912,Heavy Delay,87.22
5913,Early,37.32
5914,On-Time,35.93
5915,On-Time,67.13
5916,Early,60.36
5917,On-Time,56.7
5918,Slight Delay,42.94
5919,Slight Delay,64.07
5920,Slight Delay,58.12
5921,On-Time,67.26
5922,Heavy Delay,96.82
5923,Slight Delay,29.81
5924,Heavy Delay,77.8
5925,Heavy Delay,45.4
5926,Slight Delay,53.32
5927,Early,54.36
5928,Heavy Delay,77.02
5929,On-Time,42.11
5930,Early,63.12
5931,Slight Delay,84.83
5932,Early,23.58
5933,Slight Delay,36.59
5934,On-Time,34.86
5935,On-Time,70.43
5936,Early,46.92
5937,Early,62.16
5938,On-Time,27.17
5939,Early,22.56
5940,Slight Delay,63.52
5941,Slight Delay,62.63
5942,Slight Delay,69.29
5943,Slight Delay,51.1
5944,Heavy Delay,34.48
5945,Slight Delay,65.69
5946,Early,4.2
5947,Slight Delay,28.67
5948,Slight Delay,28.79
5949,Slight Delay,59.81
5950,Early,60.36
5951,Slight Delay,72.47
5952,Slight Delay,56.14
5953,Slight Delay,68.27
5954,Slight Delay,75.89
5955,On-Time,39.9
5956,Heavy Delay,44.08
5957,Slight Delay,25.25
5958,On-Time,22.73
5959,Slight Delay,80.81
5960,On-Time,59.46
5961,Slight Delay,79.43
5962,On-Time,33.23
5963,Slight Delay,56.39
5964,Slight Delay,63.17
5965,Slight Delay,51.05
5966,Early,9.0
5967,Slight Delay,67.19
5968,Slight Delay,58.07
5969,Early,14.94
5970,Slight Delay,65.09
5971,Slight Delay,58.72
5972,Heavy Delay,74.2
5973,On-Time,64.37
5974,On-Time,64.55
5975,Early,25.98
5976,Slight Delay,78.77
5977,On-Time,28.37
5978,On-Time,18.41
5979,Heavy Delay,81.22
5980,Heavy Delay,43.6
5981,On-Time,78.71
5982,Early,57.12
5983,Early,28.2
5984,On-Time,14.46
5985,Slight Delay,62.99
5986,Slight Delay,90.7
5987,Slight Delay,51.65
5988,On-Time,50.1
5989,Slight Delay,69.94
5990,Early,22.8
5991,On-Time,23.33
5992,On-Time,50.81
5993,Early,32.34
5994,Slight Delay,54.65
5995,Slight Delay,55.54
5996,Slight Delay,39.23
5997,Slight Delay,76.3
5998,On-Time,48.06
5999,On-Time,18.17
6000,On-Time,51.41
